3	1	1	1	1
8	7	1	1	1
0	0	1	1	0
0	0	0	1	0
0	0	0	1	0
469	307	1	1	1
31	12	1	1	1
229	178	1	1	1
0	0	1	1	0
76	31	1	1	1
66	46	1	1	1
35	17	1	1	1
0	0	1	1	0
64	56	1	1	1
12	4	1	1	1
92	8	1	1	1
17	3	1	1	1
14	11	1	1	1
33	16	1	1	1
0	0	1	1	0
4	1	1	1	1
33	19	1	1	1
69	34	1	1	1
4	2	1	1	1
7	2	1	1	1
10	5	1	1	1
122	60	1	1	1
0	0	1	1	0
2	1	1	1	1
201	138	4	1	1
118	27	2	2	1
42	27	1	1	1
7	4	1	1	1
2	1	1	1	1
0	0	0	1	0
16	8	1	1	1
0	0	1	1	0
0	0	0	1	0
31	17	2	1	1
0	0	1	1	0
3	2	1	1	1
1245	461	1	1	1
5	1	1	1	1
5	1	1	1	1
8	4	1	1	1
4	2	1	1	1
1289	489	1	2	1
2	1	1	1	1
6	2	1	1	1
27	17	1	1	1
54	36	1	1	1
7	4	2	1	1
59	31	1	1	1
80	35	1	1	1
48	33	1	1	1
2	1	1	1	1
524	331	7	1	1
38	22	1	1	1
0	0	1	1	0
0	0	0	1	0
12	5	1	1	1
16	4	1	1	1
0	0	0	1	0
10	4	1	1	1
46	35	1	1	1
37	22	1	1	1
5	1	1	1	1
0	0	1	1	0
5	1	1	1	1
97	84	1	1	1
106	60	1	1	1
0	0	1	1	0
6	5	1	1	1
0	0	1	1	0
42	37	1	1	1
3	2	1	1	1
14	10	1	1	1
193	117	1	1	1
28	25	1	1	1
8	6	1	1	1
34	22	1	1	1
42	27	3	1	1
8	2	1	1	1
5	3	1	1	1
0	0	0	1	0
0	0	0	1	0
7	5	1	1	1
10	0	0	1	1
6	3	0	1	1
3	2	1	1	1
18	6	1	1	1
51	12	1	1	1
2	1	1	1	1
0	0	2	1	0
102	64	2	2	1
9	4	1	1	1
0	0	0	1	0
25	20	1	1	1
14	5	1	1	1
3	2	1	1	1
98	47	1	1	1
8	3	1	1	1
358	184	1	1	1
15	7	2	1	1
0	0	0	1	0
37	17	1	1	1
0	0	0	1	0
37	27	1	1	1
0	0	0	1	0
140	5	1	1	1
45	28	1	1	1
6	3	1	1	1
21	12	1	1	1
15	6	1	1	1
10	2	2	1	1
5	2	1	1	1
437	244	1	1	1
21	10	1	1	1
110	52	3	1	1
63	31	1	1	1
22	10	1	1	1
4	1	1	1	1
60	20	1	1	1
2	1	1	1	1
69	27	1	1	1
0	0	1	1	0
0	0	0	1	0
0	0	0	1	0
0	0	1	1	0
12	10	1	1	1
250	112	1	1	1
57	16	1	1	1
0	0	1	1	0
0	0	1	1	0
103	48	1	1	1
240	120	1	1	1
95	42	1	1	1
106	53	2	1	1
97	44	2	1	1
45	19	1	1	1
0	0	0	1	0
66	43	1	1	1
3	1	1	1	1
35	25	1	1	1
2	1	1	1	1
3	1	1	1	1
36	13	1	1	1
243	118	1	1	1
15	6	1	1	1
43	29	2	1	1
63	30	1	1	1
54	27	1	1	1
191	107	1	1	1
3	1	1	1	1
39	26	1	1	1
183	84	1	1	1
167	71	3	1	1
2	1	1	1	1
13	3	1	1	1
58	10	1	1	1
142	82	1	1	1
4	1	1	1	1
0	0	0	1	0
0	0	0	1	0
0	0	0	1	0
2	1	1	1	1
91	62	1	1	1
3	1	1	1	1
3	1	1	1	1
0	0	1	1	0
2	1	1	1	1
46	25	1	1	1
0	0	0	1	0
13	6	1	1	1
93	34	2	1	1
0	0	0	1	0
0	0	1	1	0
42	25	1	2	1
14	12	1	1	1
200	90	1	1	1
55	32	1	1	1
5	3	1	1	1
97	32	1	1	1
23	21	1	1	1
87	59	1	1	1
9	4	2	1	1
6	2	1	1	1
7	3	1	1	1
3	2	1	1	1
8	4	1	1	1
124	65	1	1	1
145	90	1	1	1
15	12	1	1	1
129	65	1	1	1
19	18	1	1	1
5	2	1	1	1
97	56	1	1	1
37	11	1	1	1
33	16	1	1	1
0	0	0	1	0
0	0	0	1	0
3	1	1	1	1
0	0	1	1	0
1244	727	1	1	1
69	50	1	1	1
5	4	1	1	1
7	2	1	1	1
461	256	1	1	1
63	32	1	1	1
156	73	2	1	1
5	4	1	1	1
49	31	2	1	1
9	7	1	1	1
27	20	1	1	1
0	0	0	1	0
13	4	1	1	1
0	0	1	1	0
24	18	1	1	1
5	1	1	1	1
0	0	1	1	0
0	0	0	1	0
0	0	1	1	0
6	3	1	1	1
25	20	1	1	1
0	0	1	1	0
3	1	1	1	1
1283	758	7	1	1
112	33	1	1	1
25	10	1	2	1
57	11	1	1	1
5	2	1	1	1
4	2	1	1	1
6	3	1	1	1
0	0	1	1	0
54	11	1	1	1
12	9	1	1	1
7	5	1	1	1
5	1	1	1	1
3	1	1	1	1
0	0	0	1	0
787	453	1	1	1
0	0	1	1	0
0	0	0	1	0
127	80	1	1	1
369	205	1	1	1
48	33	1	1	1
21	13	1	1	1
55	34	1	1	1
55	31	1	1	1
42	25	1	1	1
0	0	1	1	0
8	5	1	1	1
110	32	1	1	1
2	1	1	1	1
3	1	1	1	1
277	105	3	1	1
4	1	1	1	1
0	0	0	1	0
0	0	0	1	0
142	57	1	1	1
18	11	1	1	1
116	79	1	1	1
0	0	1	1	0
52	32	1	1	1
7	4	1	1	1
12	6	1	1	1
5	2	1	1	1
26	15	1	1	1
4	3	1	1	1
8	3	1	1	1
3	1	1	1	1
6	5	1	1	1
8	4	1	1	1
22	11	1	1	1
100	32	3	1	1
9	2	1	1	1
63	35	1	1	1
2	1	1	1	1
3	1	1	1	1
7	2	1	1	1
0	0	1	12	0
85	44	2	1	1
25	6	1	1	1
0	0	0	1	0
0	0	0	1	0
5	2	1	1	1
0	0	0	1	0
8	2	1	1	1
7	4	1	1	1
20	10	1	1	1
9	4	1	1	1
4	1	1	1	1
47	26	2	1	1
9	3	1	1	1
0	0	0	1	0
0	0	1	1	0
16	7	1	1	1
51	31	1	1	1
6	4	1	1	1
218	200	1	1	1
0	0	1	1	0
2	1	1	1	1
66	28	1	1	1
42	30	1	1	1
11	5	1	1	1
4	1	1	1	1
17	6	1	1	1
3	2	1	1	1
6	2	1	1	1
44	20	1	1	1
5	3	1	1	1
10	2	1	1	1
11	7	1	1	1
23	19	1	1	1
0	0	0	1	0
0	0	0	1	0
122	111	2	1	1
26	19	1	1	1
0	0	1	1	0
16	7	1	1	1
13	10	1	1	1
3	1	1	2	1
44	24	1	2	1
11	9	1	1	1
43	15	1	1	1
16	9	4	1	1
161	81	1	1	1
6	0	0	1	1
10	5	1	1	1
73	28	1	1	1
11	6	1	1	1
4	1	1	1	1
0	0	0	1	0
12	8	2	1	1
0	0	1	1	0
16	10	1	1	1
4	1	1	1	1
0	0	1	1	0
8	2	1	1	1
58	54	1	1	1
12	4	1	2	1
3	2	1	1	1
37	22	0	1	1
0	0	1	1	0
37	19	1	2	1
47	28	1	2	1
15	4	1	1	1
4	1	1	1	1
16	3	1	1	1
28	12	1	1	1
34	29	1	1	1
29	4	1	1	1
210	141	2	1	1
600	348	1	1	1
61	23	1	1	1
0	0	0	1	0
16	6	1	1	1
15	11	1	1	1
0	0	2	1	0
5	4	1	1	1
69	14	1	1	1
13	9	1	1	1
89	33	1	1	1
86	31	1	1	1
5	1	1	1	1
30	15	1	1	1
10	2	1	1	1
5	1	1	1	1
45	32	1	1	1
53	32	1	1	1
179	101	1	4	1
102	15	1	1	1
22	8	1	1	1
48	19	1	1	1
3	1	1	1	1
38	13	1	1	1
10	7	2	1	1
156	100	1	1	1
250	139	2	1	1
11	3	1	1	1
12	4	1	1	1
4	3	1	1	1
103	51	1	1	1
80	44	1	1	1
0	0	1	1	0
0	0	0	1	0
30	19	1	2	1
0	0	0	1	0
27	16	1	1	1
23	11	1	1	1
338	253	1	1	1
29	23	1	1	1
0	0	0	1	0
0	0	0	1	0
29	19	1	1	1
22	16	1	1	1
236	157	1	1	1
11	6	1	1	1
0	0	1	1	0
0	0	1	1	0
85	55	1	1	1
20	5	1	1	1
6	1	1	1	1
243	141	4	1	1
37	12	1	1	1
79	38	1	1	1
48	24	1	5	1
20	9	3	1	1
126	68	1	1	1
105	44	1	1	1
0	0	1	1	0
10	4	1	1	1
0	0	0	1	0
11	8	1	1	1
427	217	1	1	1
219	169	1	1	1
162	89	1	1	1
26	11	1	1	1
0	0	0	1	0
26	9	1	1	1
6	1	1	1	1
5	2	1	1	1
123	73	1	1	1
455	322	1	1	1
20	2	1	1	1
3	2	1	1	1
26	13	1	1	1
219	114	1	1	1
16	6	1	1	1
0	0	0	1	0
5	2	1	1	1
334	154	2	1	1
4	1	1	1	1
161	109	1	1	1
29	16	1	1	1
0	0	1	1	0
6	2	1	1	1
61	33	1	1	1
98	47	1	1	1
291	146	1	1	1
42	28	1	1	1
518	219	1	1	1
27	14	1	2	1
74	28	1	1	1
167	93	1	1	1
24	11	1	1	1
169	83	1	1	1
0	0	0	1	0
0	0	0	1	0
0	0	0	1	0
0	0	0	1	0
0	0	0	1	0
4	3	1	1	1
0	0	1	1	0
0	0	0	1	0
0	0	0	1	0
96	43	1	1	1
22	12	1	1	1
14	8	1	1	1
6	2	1	2	1
6	3	1	1	1
6	4	0	1	1
51	30	1	1	1
70	57	1	1	1
27	22	1	1	1
43	9	1	1	1
256	94	1	1	1
9	7	1	1	1
162	98	1	1	1
53	38	2	1	1
0	0	1	1	0
11	6	1	1	1
26	15	2	1	1
24	15	1	1	1
55	38	2	1	1
9	4	1	1	1
54	26	1	1	1
9	4	1	1	1
8	3	1	1	1
17	8	1	1	1
18	9	2	1	1
17	8	1	1	1
17	7	1	1	1
2	1	1	1	1
50	10	1	1	1
97	62	1	1	1
24	10	1	1	1
0	0	0	1	0
0	0	0	1	0
106	70	1	1	1
17	9	1	1	1
7	3	1	1	1
58	35	1	1	1
8	4	1	1	1
0	0	0	1	0
4	1	1	1	1
84	45	1	1	1
0	0	0	1	0
13	6	1	3	1
57	30	2	1	1
512	247	1	1	1
30	17	1	1	1
22	14	1	1	1
68	37	1	1	1
105	79	1	1	1
30	15	1	1	1
109	58	2	1	1
38	17	0	1	1
23	9	2	1	1
8	0	0	1	1
222	139	1	1	1
30	21	1	1	1
49	28	1	1	1
53	25	1	1	1
46	23	1	1	1
66	43	1	1	1
28	18	1	1	1
90	49	1	1	1
92	38	1	1	1
3	1	1	1	1
0	0	0	1	0
3	1	1	1	1
22	10	1	3	1
7	4	1	1	1
0	0	1	1	0
25	19	2	1	1
12	10	1	1	1
33	8	1	1	1
12	6	0	1	1
5	3	1	1	1
11	5	1	1	1
5	2	1	1	1
12	6	1	1	1
7	1	1	1	1
5	2	1	1	1
0	0	1	1	0
94	39	1	1	1
0	0	0	1	0
0	0	1	1	0
0	0	0	1	0
0	0	0	1	0
672	379	1	1	1
48	25	1	1	1
5	1	1	1	1
72	46	4	1	1
0	0	0	1	0
35	23	1	1	1
9	2	1	1	1
11	1	1	1	1
5	4	1	1	1
11	2	1	1	1
12	7	2	1	1
248	119	1	1	1
9	3	1	3	1
3	1	1	1	1
7	3	1	3	1
147	91	1	1	1
323	145	1	1	1
36	12	1	1	1
100	70	1	1	1
68	41	1	1	1
87	66	0	1	1
0	0	1	1	0
343	170	1	1	1
415	200	1	1	1
52	37	1	1	1
14	7	1	1	1
307	180	1	2	1
86	45	1	1	1
18	10	1	1	1
5	1	1	1	1
52	33	1	1	1
0	0	1	1	0
3	1	1	1	1
30	10	1	1	1
224	88	1	1	1
0	0	1	1	0
70	31	2	1	1
43	22	1	1	1
113	50	1	1	1
0	0	1	1	0
54	32	1	1	1
4	1	1	1	1
94	44	1	1	1
7	3	1	1	1
48	22	1	1	1
5	2	1	1	1
2	1	1	1	1
160	70	1	1	1
2	1	1	1	1
48	21	1	1	1
56	42	1	1	1
15	6	1	1	1
39	23	1	1	1
10	7	1	2	1
0	0	1	1	0
0	0	1	1	0
3	1	1	1	1
32	11	1	1	1
3	2	1	1	1
5	2	1	1	1
100	58	1	1	1
15	5	1	1	1
9	6	1	1	1
10	8	1	1	1
0	0	1	1	0
58	47	1	2	1
98	67	1	1	1
16	9	1	1	1
10	6	1	1	1
19	10	1	1	1
280	111	1	1	1
16	4	1	1	1
0	0	0	1	0
0	0	0	1	0
88	53	1	1	1
0	0	0	1	0
18	9	1	1	1
0	0	1	1	0
62	41	1	1	1
42	9	1	1	1
12	5	1	1	1
27	15	1	1	1
0	0	1	1	0
35	16	1	1	1
0	0	1	1	0
0	0	1	1	0
3	1	1	1	1
0	0	1	2	0
9	5	1	1	1
92	51	1	1	1
141	71	1	1	1
32	20	1	1	1
2	1	1	1	1
0	0	1	1	0
33	14	1	1	1
8	5	1	1	1
59	44	1	1	1
0	0	0	1	0
2	1	1	1	1
17	12	1	1	1
51	38	1	1	1
6	1	1	1	1
28	18	1	1	1
14	8	1	2	1
29	15	1	1	1
17	12	1	1	1
29	17	1	1	1
50	40	1	1	1
0	0	0	1	0
6	4	1	1	1
61	45	1	1	1
13	6	1	1	1
7	5	1	1	1
0	0	1	1	0
825	449	1	1	1
10	7	1	1	1
128	72	1	1	1
7	1	1	2	1
8	6	1	1	1
4	1	1	1	1
3	1	1	1	1
153	76	4	4	1
22	14	1	1	1
0	0	1	1	0
0	0	1	1	0
74	62	1	1	1
0	0	1	1	0
33	16	1	1	1
123	54	1	1	1
0	0	1	1	0
10	5	1	1	1
46	31	1	1	1
40	21	1	1	1
75	43	2	1	1
52	19	1	2	1
90	58	1	1	1
55	30	1	1	1
123	63	2	1	1
8	3	1	1	1
7	4	1	1	1
6	3	1	1	1
2	1	1	1	1
5	2	2	1	1
0	0	1	1	0
3	1	1	1	1
6	1	1	1	1
16	6	1	1	1
21	9	1	1	1
10	6	1	1	1
35	12	1	1	1
48	36	1	1	1
26	12	1	1	1
4	2	1	1	1
23	11	1	1	1
0	0	1	1	0
12	9	1	1	1
6	3	1	1	1
4	3	2	1	1
0	0	0	1	0
6	1	1	1	1
98	67	1	1	1
5	2	1	1	1
60	39	1	1	1
0	0	0	1	0
0	0	0	1	0
9	4	1	1	1
212	124	1	2	1
27	15	1	1	1
7	4	1	1	1
5	2	1	1	1
3	2	1	1	1
57	29	1	1	1
28	15	1	3	1
8	4	1	1	1
8	4	1	2	1
26	15	1	1	1
30	13	1	1	1
54	35	1	2	1
65	34	2	1	1
35	13	1	1	1
34	21	1	1	1
21	13	1	1	1
9	8	1	1	1
3	1	1	1	1
3	2	1	1	1
8	2	1	1	1
28	10	1	1	1
4	1	1	1	1
6	3	1	1	1
71	16	1	1	1
5	3	1	1	1
8	5	1	1	1
24	3	1	2	1
7	3	1	1	1
11	8	1	1	1
0	0	1	1	0
3	2	1	1	1
9	6	1	1	1
4	1	1	1	1
8	3	1	1	1
12	6	1	1	1
3	1	1	1	1
21	8	1	1	1
19	18	1	1	1
9	3	1	1	1
3	1	1	1	1
0	0	0	1	0
0	0	1	1	0
20	6	1	1	1
15	6	1	1	1
14	6	1	1	1
6	2	1	3	1
419	209	2	1	1
18	11	1	1	1
10	5	1	1	1
10	5	1	1	1
0	0	1	1	0
30	19	1	1	1
64	44	1	1	1
28	10	1	1	1
25	8	1	1	1
10	4	1	1	1
0	0	0	1	0
66	37	1	1	1
225	140	1	1	1
25	21	1	1	1
5	3	1	1	1
4	1	1	1	1
19	4	1	1	1
10	4	1	2	1
8	4	1	1	1
106	79	1	1	1
27	19	1	1	1
3	2	1	1	1
13	3	1	1	1
5	3	1	1	1
3	2	1	1	1
3	1	1	1	1
1414	547	2	1	1
757	388	1	1	1
17	6	2	1	1
48	31	1	1	1
7	2	1	1	1
4	2	1	1	1
13	9	1	1	1
238	133	1	1	1
0	0	1	1	0
6	1	1	1	1
20	12	1	1	1
2	1	1	1	1
53	23	1	1	1
6	2	1	1	1
0	0	0	1	0
0	0	0	1	0
358	171	3	1	1
0	0	0	1	0
0	0	0	1	0
0	0	0	1	0
0	0	0	1	0
12	7	1	2	1
5	2	1	1	1
5	3	1	1	1
13	7	1	1	1
8	4	1	1	1
3	1	1	1	1
14	7	2	1	1
10	3	1	1	1
3	1	1	1	1
2	1	1	1	1
5	3	1	1	1
96	61	1	1	1
7	3	1	1	1
2	1	1	1	1
13	4	1	1	1
18	7	1	1	1
15	6	1	1	1
3	1	1	1	1
147	83	1	1	1
43	23	1	1	1
8	1	1	1	1
3	1	1	1	1
111	56	2	1	1
33	29	1	1	1
14	8	1	1	1
25	14	1	1	1
4	2	1	1	1
11	3	1	1	1
6	4	1	1	1
9	6	1	1	1
0	0	0	1	0
8	2	1	1	1
0	0	1	2	0
0	0	0	1	0
56	42	1	1	1
11	7	1	1	1
22	16	1	1	1
105	49	1	1	1
2	1	1	1	1
189	106	1	1	1
10	3	1	2	1
0	0	0	1	0
3	1	1	1	1
19	15	1	2	1
11	9	1	1	1
5	1	1	1	1
10	3	1	1	1
1358	527	1	1	1
8	3	1	1	1
7	2	1	1	1
0	0	1	1	0
7	4	3	1	1
0	0	1	1	0
17	2	1	1	1
59	31	1	1	1
48	18	1	1	1
0	0	1	1	0
383	175	1	1	1
251	132	1	1	1
2	1	1	1	1
16	13	1	1	1
41	26	1	1	1
0	0	1	1	0
12	3	1	1	1
10	6	1	1	1
136	76	2	1	1
3	2	1	1	1
45	9	1	1	1
5	2	1	1	1
7	3	1	1	1
84	17	1	1	1
6	1	1	1	1
23	16	1	1	1
19	13	1	1	1
0	0	1	1	0
104	68	2	1	1
28	13	1	1	1
6	4	1	1	1
5	4	1	1	1
62	33	2	1	1
13	5	1	1	1
3	1	1	1	1
0	0	1	1	0
0	0	1	1	0
65	42	1	1	1
0	0	1	1	0
7	5	1	1	1
25	11	1	1	1
2	1	1	1	1
36	16	1	1	1
224	141	1	1	1
3	2	2	1	1
2	1	1	1	1
36	24	1	1	1
0	0	1	1	0
3	1	1	1	1
107	75	1	1	1
0	0	1	1	0
308	182	1	1	1
307	181	1	1	1
0	0	1	1	0
6	3	1	1	1
108	49	1	1	1
8	4	2	1	1
327	166	1	1	1
6	3	1	1	1
6	2	1	1	1
130	61	1	1	1
23	13	1	1	1
61	35	1	1	1
24	15	1	1	1
5	2	1	1	1
3	1	1	1	1
7	3	1	1	1
11	10	1	1	1
29	11	1	1	1
6	4	1	1	1
8	4	1	1	1
6	1	1	1	1
7	5	1	1	1
0	0	0	1	0
27	12	1	1	1
0	0	1	1	0
7	3	1	1	1
3	2	1	1	1
8	2	1	1	1
119	61	1	1	1
5	2	1	1	1
0	0	1	1	0
118	61	1	1	1
3	2	1	1	1
9	7	1	1	1
77	74	1	2	1
56	5	1	1	1
19	13	1	1	1
0	0	1	1	0
160	153	1	1	1
368	202	1	1	1
6	3	1	1	1
22	6	1	1	1
3	1	1	1	1
5	2	1	1	1
5	1	1	1	1
8	3	1	1	1
42	30	1	1	1
7	5	1	1	1
196	85	1	1	1
196	85	1	1	1
0	0	13	1	0
3	0	0	1	1
268	65	1	1	1
0	0	1	1	0
214	50	1	1	1
0	0	1	1	0
0	0	1	1	0
2	1	1	1	1
4	1	1	1	1
35	26	1	1	1
7	3	1	2	1
0	0	1	1	0
0	0	0	1	0
0	0	1	1	0
14	8	1	1	1
4	1	1	1	1
4	1	1	1	1
13	7	1	1	1
0	0	0	1	0
0	0	0	1	0
8	4	1	1	1
0	0	1	1	0
13	5	1	1	1
53	27	1	2	1
719	390	3	1	1
12	2	1	1	1
97	52	1	1	1
17	7	1	1	1
17	7	1	1	1
63	31	1	1	1
0	0	1	1	0
46	45	1	1	1
5	4	1	1	1
0	0	2	1	0
26	6	1	1	1
26	21	1	1	1
0	0	0	1	0
2	1	1	1	1
0	0	0	1	0
52	29	1	1	1
5	2	1	1	1
0	0	0	1	0
0	0	0	1	0
0	0	1	1	0
15	11	1	1	1
0	0	1	1	0
22	13	1	1	1
44	28	1	1	1
2	1	1	1	1
43	33	1	1	1
1163	662	4	1	1
4	3	1	1	1
19	12	1	1	1
0	0	1	1	0
5	2	1	1	1
352	154	1	1	1
5	2	1	1	1
45	26	1	1	1
62	12	1	1	1
22	18	1	1	1
6	3	1	1	1
24	17	1	1	1
17	10	1	1	1
8	6	1	1	1
8	5	1	1	1
4	2	1	1	1
0	0	0	1	0
58	54	1	1	1
55	28	1	2	1
0	0	1	1	0
8	6	1	1	1
13	6	1	1	1
14	4	1	1	1
18	10	1	1	1
141	92	1	1	1
25	15	1	1	1
24	12	1	1	1
13	5	1	1	1
0	0	1	2	0
11	3	1	1	1
3	1	1	1	1
332	190	4	1	1
85	47	1	1	1
2	1	1	1	1
2	1	1	1	1
30	12	1	1	1
12	7	1	1	1
0	0	2	1	0
0	0	1	1	0
0	0	0	1	0
24	18	1	1	1
116	56	1	1	1
35	23	1	1	1
25	12	1	1	1
0	0	0	1	0
13	7	1	1	1
0	0	3	1	0
3	2	1	1	1
27	21	1	1	1
28	21	1	1	1
10	3	1	1	1
102	73	1	1	1
41	19	1	1	1
2	1	1	1	1
13	7	1	1	1
0	0	0	1	0
46	12	1	1	1
4	3	1	1	1
6	3	1	1	1
4	3	1	1	1
8	5	1	1	1
51	35	1	1	1
2	1	1	1	1
106	63	1	1	1
29	19	1	1	1
8	2	1	1	1
8	4	1	1	1
11	5	1	1	1
117	64	1	1	1
65	38	1	1	1
4	2	1	1	1
0	0	0	1	0
37	14	1	1	1
4	3	1	1	1
8	2	2	1	1
5	1	1	1	1
0	0	0	1	0
9	4	1	1	1
